Census Tract,"CalEnviroScreen
3.0 Score","CalEnviroScreen 3.0 
Percentile Range","Pollution Burden
Percentile","Population Characteristics
Percentile",Total Population,California County,Approximate Zip Code,"Nearby City 
(to help approximate location only)"
6071004001,47.26,85-90%,91.34,67.76,4763,San Bernardino,92316,Bloomington
6099000302,47.26,85-90%,91.84,67.45,2641,Stanislaus ,95367,Riverbank
6037190700,47.23,85-90%,94.52,63.25,3379,Los Angeles,90028,Los Angeles
6037576901,47.22,85-90%,58.34,94.90,6092,Los Angeles,90804,Long Beach
6037123901,47.20,85-90%,82.41,77.08,4500,Los Angeles,91606,North Hollywood
6037241201,47.18,85-90%,65.72,90.21,2898,Los Angeles,90044,Los Angeles
6075023102,47.15,85-90%,64.80,90.64,3478,San Francisco,94124,San Francisco
6071002301,47.14,85-90%,80.31,78.82,9721,San Bernardino,92336,Fontana
6059087403,47.12,85-90%,72.58,85.47,3186,Orange ,92805,Anaheim
6037602505,47.12,85-90%,61.16,93.00,4072,Los Angeles,90250,Hawthorne
6065940400,47.10,85-90%,80.90,78.16,6504,Riverside ,92236,Coachella
6037404402,47.09,85-90%,96.80,58.90,5107,Los Angeles,91702,Azusa
6085503601,47.09,85-90%,87.13,71.82,2992,Santa Clara,95133,San Jose
6037530004,47.08,85-90%,92.62,65.92,3695,Los Angeles,90640,Montebello
6029000300,47.07,85-90%,60.35,93.34,4217,Kern ,93308,Bakersfield
6071002206,47.07,85-90%,97.45,57.33,6656,San Bernardino,91761,Ontario
6025011600,47.06,85-90%,50.94,98.02,6310,Imperial ,92243,El Centro
6037551102,47.06,85-90%,93.85,64.01,5503,Los Angeles,90242,Downey
6029001300,47.05,85-90%,43.76,99.86,7559,Kern ,93305,Bakersfield
6059074403,47.04,85-90%,94.79,62.42,5688,Orange ,92705,Santa Ana
6037218800,47.02,85-90%,74.18,83.69,2658,Los Angeles,90018,Los Angeles
6037430101,46.99,85-90%,91.35,67.39,4887,Los Angeles,91010,Duarte
6071003506,46.99,85-90%,62.49,91.99,4802,San Bernardino,92376,Rialto
6037542501,46.95,85-90%,56.86,95.55,4307,Los Angeles,90220,Compton
6007001300,46.95,85-90%,89.11,69.62,4169,Butte ,95928,Chico
6077005114,46.95,85-90%,94.93,61.98,7721,San Joaquin,95337,Manteca
6037216900,46.94,85-90%,90.90,67.63,5060,Los Angeles,90019,Los Angeles
6039001000,46.94,85-90%,98.46,54.19,5319,Madera ,93637,Madera
6099003904,46.92,85-90%,81.85,77.01,4374,Stanislaus ,95380,Turlock
6037535605,46.92,85-90%,73.48,84.31,4153,Los Angeles,90280,South Gate
6037404401,46.92,85-90%,89.72,69.04,3979,Los Angeles,91702,Azusa
6001401400,46.92,85-90%,73.52,84.29,4314,Alameda ,94608,Emeryville
6037231800,46.92,85-90%,81.67,77.17,5303,Los Angeles,90037,Los Angeles
6071005200,46.92,85-90%,62.73,91.79,4141,San Bernardino,92404,San Bernardino
6029004000,46.91,85-90%,82.13,76.81,7704,Kern ,93263,Shafter
6071006402,46.90,85-90%,48.69,98.60,4951,San Bernardino,92410,San Bernardino
6071003302,46.89,85-90%,88.11,70.45,6037,San Bernardino,92316,Bloomington
6037550300,46.87,85-90%,91.90,66.65,7727,Los Angeles,90650,Norwalk
6037980010,46.87,85-90%,99.65,48.68,164,Los Angeles,90012,Los Angeles
6065031704,46.87,85-90%,95.40,61.04,5284,Riverside ,92504,Riverside
6019005608,46.86,85-90%,87.89,70.69,3064,Fresno ,93612,Clovis
6019003302,46.86,85-90%,59.88,93.39,4749,Fresno ,93703,Fresno
6037190902,46.85,85-90%,89.70,68.91,3960,Los Angeles,90038,Los Angeles
6037209401,46.85,85-90%,76.79,80.89,3914,Los Angeles,90057,Los Angeles
6077005126,46.85,85-90%,63.51,90.97,4131,San Joaquin,95336,Manteca
6029004200,46.83,85-90%,88.39,69.98,1320,Kern ,93263,Shafter
6073003501,46.82,85-90%,62.94,91.31,4255,San Diego,92113,San Diego
6037127711,46.80,85-90%,95.47,60.89,3356,Los Angeles,91406,Van Nuys
6073015901,46.78,85-90%,54.26,96.46,3450,San Diego,92020,El Cajon
6037231210,46.77,85-90%,52.62,97.09,3688,Los Angeles,90037,Los Angeles
6047001501,46.76,85-90%,73.43,83.93,2693,Merced ,95341,Merced
6065043401,46.75,85-90%,50.83,97.81,5791,Riverside ,92543,Hemet
6037132002,46.74,85-90%,87.93,70.26,3299,Los Angeles,91406,Van Nuys
6037234300,46.73,85-90%,82.79,75.94,4098,Los Angeles,90008,Los Angeles
6065042405,46.69,85-90%,74.30,82.84,4997,Riverside ,92557,Moreno Valley
6085503122,46.69,85-90%,83.58,75.08,3449,Santa Clara,95112,San Jose
6037407102,46.69,85-90%,93.38,63.96,5445,Los Angeles,91746,La Puente
6071006203,46.69,85-90%,47.87,98.74,4771,San Bernardino,92404,San Bernardino
6099001100,46.68,85-90%,84.19,74.28,3899,Stanislaus ,95350,Modesto
6029002900,46.68,85-90%,56.52,95.25,7449,Kern ,93304,Bakersfield
6071008002,46.66,85-90%,82.12,76.38,7256,San Bernardino,92374,Redlands
6065042516,46.65,85-90%,55.13,95.89,4177,Riverside ,92553,Moreno Valley
6037433403,46.64,85-90%,95.41,60.58,4675,Los Angeles,91732,El Monte
6001403000,46.63,80-85%,74.11,82.81,2788,Alameda ,94607,Oakland
6037544001,46.63,80-85%,89.17,68.89,4791,Los Angeles,90810,Long Beach
6071001103,46.63,80-85%,87.14,70.95,3997,San Bernardino,91762,Ontario
6071003000,46.62,80-85%,56.17,95.42,3120,San Bernardino,92335,Fontana
6065042514,46.62,80-85%,58.18,94.16,3165,Riverside ,92553,Moreno Valley
6037554302,46.62,80-85%,76.43,80.75,3916,Los Angeles,90706,Bellflower
6037310601,46.61,80-85%,98.00,55.29,5716,Los Angeles,91504,Burbank
6037531201,46.60,80-85%,83.61,74.86,5335,Los Angeles,90063,Los Angeles
6037191301,46.58,80-85%,68.45,87.19,2327,Los Angeles,90029,Los Angeles
6037133000,46.56,80-85%,74.13,82.58,4449,Los Angeles,91335,Reseda
6077005123,46.54,80-85%,92.00,65.63,4493,San Joaquin,95337,Manteca
6013305000,46.53,80-85%,56.63,94.87,6620,Contra Costa,94509,Antioch
6037270100,46.49,80-85%,92.42,64.99,4412,Los Angeles,90034,Los Angeles
6067006702,46.49,80-85%,48.82,98.34,7560,Sacramento ,95838,Sacramento
6107000202,46.49,80-85%,72.46,84.11,2663,Tulare ,93646,Orange Cove
6037501001,46.47,80-85%,72.31,84.20,3248,Los Angeles,90606,Whittier
6013380000,46.47,80-85%,80.25,77.53,5706,Contra Costa,94804,Richmond
6037403000,46.47,80-85%,81.84,76.21,6835,Los Angeles,91766,Pomona
6037238200,46.47,80-85%,59.66,92.90,5267,Los Angeles,90044,Los Angeles
6037208720,46.47,80-85%,70.35,85.62,4179,Los Angeles,90057,Los Angeles
6065030900,46.46,80-85%,94.86,61.28,3308,Riverside ,92504,Riverside
6037600100,46.44,80-85%,47.74,98.50,6657,Los Angeles,90044,Los Angeles
6077005202,46.40,80-85%,99.42,49.35,6765,San Joaquin,95304,Tracy
6037191420,46.40,80-85%,84.67,73.10,3365,Los Angeles,90029,Los Angeles
6037570303,46.38,80-85%,64.82,89.38,4247,Los Angeles,90805,Long Beach
6019003201,46.37,80-85%,61.61,91.41,4398,Fresno ,93703,Fresno
6037302104,46.32,80-85%,81.66,76.10,3917,Los Angeles,91205,Glendale
6019001408,46.32,80-85%,79.46,77.75,2504,Fresno ,93727,Fresno
6071007110,46.27,80-85%,96.42,58.27,4831,San Bernardino,92324,Colton
6071004510,46.26,80-85%,61.32,91.32,5178,San Bernardino,92407,San Bernardino
6013375000,46.26,80-85%,46.21,99.00,4389,Contra Costa,94801,Richmond
6037502401,46.25,80-85%,80.55,76.84,4747,Los Angeles,90660,Pico Rivera
6073005300,46.24,80-85%,78.87,78.07,6667,San Diego,92101,San Diego
6071003510,46.24,80-85%,54.10,95.88,4512,San Bernardino,92376,Rialto
6001401700,46.23,80-85%,88.85,68.22,2667,Alameda ,94607,Oakland
6037433503,46.22,80-85%,93.68,62.67,3108,Los Angeles,91733,South El Monte
6037237720,46.22,80-85%,60.77,91.78,3153,Los Angeles,90044,Los Angeles
6037221110,46.22,80-85%,67.08,87.44,3565,Los Angeles,90006,Los Angeles
6073005700,46.21,80-85%,74.69,81.27,1948,San Diego,92101,San Diego
6037234501,46.21,80-85%,64.44,89.34,2728,Los Angeles,90043,Los Angeles
6037432901,46.20,80-85%,92.06,64.86,4464,Los Angeles,91770,Rosemead
6019003808,46.19,80-85%,71.11,84.45,5082,Fresno ,93722,Fresno
6071001810,46.19,80-85%,94.59,61.33,4497,San Bernardino,91761,Ontario
6019004207,46.17,80-85%,94.61,61.23,8115,Fresno ,93723,Fresno
6059099601,46.16,80-85%,86.94,70.20,7016,Orange ,92683,Westminster
6025010200,46.15,80-85%,48.64,98.07,2640,Imperial ,92281,Westmorland
6037121102,46.14,80-85%,97.91,54.45,2721,Los Angeles,91352,Sun Valley
6037701801,46.13,80-85%,96.71,57.23,5867,Los Angeles,90404,Santa Monica
6029000600,46.12,80-85%,53.33,96.14,6931,Kern ,93301,Bakersfield
6037197420,46.10,80-85%,90.55,66.44,3509,Los Angeles,90026,Los Angeles
6037555001,46.10,80-85%,71.61,83.76,5411,Los Angeles,90715,Lakewood
6037553200,46.08,80-85%,85.00,72.12,7055,Los Angeles,90706,Bellflower
6071003700,46.06,80-85%,49.84,97.58,3903,San Bernardino,92376,Rialto
6037602003,46.05,80-85%,54.88,95.21,5124,Los Angeles,90303,Inglewood
6019004002,46.04,80-85%,85.34,71.61,7129,Fresno ,93630,Kerman
6037407802,46.04,80-85%,76.93,79.13,3635,Los Angeles,91744,La Puente
6059074406,46.04,80-85%,90.23,66.77,3797,Orange ,92701,Santa Ana
6099003201,46.03,80-85%,72.23,82.99,5055,Stanislaus ,95363,Patterson
6037402706,46.03,80-85%,85.13,71.77,3945,Los Angeles,91767,Pomona
6037533401,46.01,80-85%,85.79,70.99,5004,Los Angeles,90270,Maywood
6037502602,45.99,80-85%,86.97,69.79,4321,Los Angeles,90660,Pico Rivera
6037234902,45.99,80-85%,57.51,93.47,4005,Los Angeles,90043,Los Angeles
6073003301,45.97,80-85%,62.28,90.24,3337,San Diego,92113,San Diego
6037575202,45.96,80-85%,56.95,93.86,4916,Los Angeles,90813,Long Beach
6029002812,45.93,80-85%,58.77,92.56,5215,Kern ,93309,Bakersfield
6019004216,45.93,80-85%,81.57,75.34,2629,Fresno ,93722,Fresno
6059087102,45.93,80-85%,76.88,78.96,5816,Orange ,92801,Anaheim
6073004800,45.91,80-85%,59.68,91.95,4115,San Diego,92102,San Diego
6059011720,45.89,80-85%,96.13,57.90,7329,Orange ,92870,Placentia
6085501600,45.89,80-85%,77.61,78.23,6854,Santa Clara,95112,San Jose
6037294302,45.88,80-85%,85.14,71.57,4754,Los Angeles,90744,Wilmington
6029003700,45.85,80-85%,91.14,65.13,3953,Kern ,93206,Buttonwillow
6059086404,45.84,80-85%,89.74,66.91,6546,Orange ,92805,Anaheim
6037217200,45.82,80-85%,89.56,67.07,3905,Los Angeles,90019,Los Angeles
6037211202,45.82,80-85%,84.59,72.03,2645,Los Angeles,90004,Los Angeles
6037320300,45.79,80-85%,70.74,83.67,6948,Los Angeles,91340,San Fernando
6107001701,45.79,80-85%,77.80,77.97,6117,Tulare ,93292,Visalia
6037500600,45.78,80-85%,70.58,83.89,5688,Los Angeles,90660,Pico Rivera
6019006700,45.77,80-85%,89.26,67.17,6304,Fresno ,93654,Reedley
6065041813,45.76,80-85%,88.43,67.78,6698,Riverside ,92879,Corona
6037186404,45.76,80-85%,87.87,68.33,2471,Los Angeles,90065,Los Angeles
6037236204,45.76,80-85%,61.41,90.43,3203,Los Angeles,90008,Los Angeles
6077003403,45.76,80-85%,54.31,94.98,4586,San Joaquin,95210,Stockton
6037208802,45.74,80-85%,67.80,85.82,2906,Los Angeles,90057,Los Angeles
6065041412,45.71,80-85%,90.93,65.08,4415,Riverside ,92503,Riverside
6019004504,45.71,80-85%,84.93,71.51,4762,Fresno ,93710,Fresno
6037302103,45.70,80-85%,72.61,81.89,5504,Los Angeles,91205,Glendale
6071003503,45.70,80-85%,59.32,91.87,5489,San Bernardino,92376,Rialto
6067009007,45.68,80-85%,74.39,80.51,2818,Sacramento ,95670,Rancho Cordova
6037189201,45.68,80-85%,71.49,82.80,3293,Los Angeles,90027,Los Angeles
6019003004,45.67,80-85%,67.78,85.70,2301,Fresno ,93727,Fresno
6037572302,45.67,80-85%,77.46,77.90,3483,Los Angeles,90810,Long Beach
6037601002,45.67,80-85%,53.57,95.40,5311,Los Angeles,90301,Inglewood
6037123104,45.66,80-85%,77.30,78.00,4596,Los Angeles,91606,North Hollywood
6065045604,45.66,80-85%,69.04,84.83,13694,Riverside ,92254,Mecca
6029004901,45.66,80-85%,60.05,91.06,5733,Kern ,93215,Delano
6039000202,45.63,80-85%,91.56,64.37,6109,Madera ,93610,Chowchilla
6071007601,45.58,80-85%,55.33,94.20,7277,San Bernardino,92410,San Bernardino
6037408138,45.56,80-85%,90.24,65.53,5936,Los Angeles,91744,La Puente
6037501504,45.55,80-85%,71.31,82.53,3592,Los Angeles,90601,Whittier
6019008401,45.55,80-85%,81.92,74.02,7991,Fresno ,93622,Firebaugh
6037235202,45.55,80-85%,59.84,91.08,4557,Los Angeles,90043,Los Angeles
6067005101,45.54,80-85%,50.89,96.65,4454,Sacramento ,95828,Sacramento
6037222001,45.54,80-85%,63.55,88.66,3237,Los Angeles,90018,Los Angeles
6037500404,45.52,80-85%,79.55,76.23,4795,Los Angeles,90660,Pico Rivera
6037533107,45.52,80-85%,69.60,83.97,3645,Los Angeles,90255,Huntington Park
6059001404,45.51,80-85%,95.64,58.18,3972,Orange ,90631,La Habra
6073013205,45.50,80-85%,73.22,81.13,2381,San Diego,91911,Chula Vista
6037197300,45.50,80-85%,89.63,66.17,3909,Los Angeles,90026,Los Angeles
6019007600,45.49,80-85%,77.97,77.20,4806,Fresno ,93706,Fresno
6001432400,45.48,80-85%,84.24,71.66,5814,Alameda ,94577,San Leandro
6037199202,45.48,80-85%,83.86,72.06,3031,Los Angeles,90031,Los Angeles
6037301802,45.47,80-85%,94.19,60.63,3578,Los Angeles,91203,Glendale
6047000601,45.47,80-85%,70.12,83.34,5438,Merced ,95301,Atwater
6071000205,45.46,80-85%,83.95,71.86,4736,San Bernardino,91763,Montclair
6037120010,45.46,80-85%,63.98,88.02,2844,Los Angeles,91402,Panorama City
6037601900,45.45,80-85%,44.52,98.90,5685,Los Angeles,90303,Inglewood
6065041500,45.44,80-85%,95.18,58.68,2053,Riverside ,92880,Corona
6065041201,45.42,80-85%,70.72,82.73,4299,Riverside ,92503,Riverside
6099000303,45.41,80-85%,93.11,62.06,5883,Stanislaus ,95367,Riverbank
6073011700,45.40,80-85%,65.84,86.63,6773,San Diego,91950,National City
6065041409,45.38,80-85%,96.49,56.21,14898,Riverside ,92503,Riverside
6071003606,45.37,80-85%,81.36,74.13,5109,San Bernardino,92316,Bloomington
6037501804,45.37,80-85%,65.46,86.69,2131,Los Angeles,90602,Whittier
6065040403,45.36,80-85%,81.53,73.94,5801,Riverside ,92509,Riverside
6037570601,45.35,80-85%,56.03,93.29,5421,Los Angeles,90805,Long Beach
6037224320,45.35,80-85%,70.28,82.94,3224,Los Angeles,90015,Los Angeles
6037204120,45.34,80-85%,64.73,87.11,2650,Los Angeles,90063,Los Angeles
6037554002,45.33,80-85%,63.95,87.78,5659,Los Angeles,90706,Bellflower
6019005607,45.33,80-85%,80.35,75.13,3993,Fresno ,93612,Clovis
6107001100,45.33,80-85%,66.38,86.04,6983,Tulare ,93291,Visalia
6037127606,45.33,80-85%,79.09,76.11,3164,Los Angeles,91406,Van Nuys
6037104403,45.32,80-85%,55.77,93.40,3282,Los Angeles,91331,Pacoima
6019005000,45.30,80-85%,66.55,85.84,3917,Fresno ,93726,Fresno
6037240401,45.29,80-85%,62.96,88.45,5383,Los Angeles,90044,Los Angeles
6065031602,45.29,80-85%,79.35,75.85,5314,Riverside ,92503,Riverside
6037104103,45.29,80-85%,73.07,80.78,4085,Los Angeles,91342,Sylmar
6111004715,45.27,80-85%,97.98,52.93,5020,Ventura ,93033,Oxnard
6037554203,45.27,80-85%,61.79,89.49,3689,Los Angeles,90706,Bellflower
6059011721,45.26,80-85%,87.29,67.84,5023,Orange ,92870,Placentia
6019005305,45.26,80-85%,71.76,81.56,3635,Fresno ,93726,Fresno
6059086306,45.25,80-85%,86.48,68.79,3658,Orange ,92806,Anaheim
6037572100,45.22,80-85%,85.51,69.67,1045,Los Angeles,90806,Long Beach
6085503110,45.22,80-85%,68.67,84.02,4618,Santa Clara,95122,San Jose
6059074602,45.22,80-85%,80.24,75.03,9156,Orange ,92701,Santa Ana
6059086402,45.22,80-85%,75.92,78.26,5651,Orange ,92806,Anaheim
6047001002,45.22,80-85%,76.45,77.84,13467,Merced ,95348,Merced
6059089001,45.21,80-85%,74.77,79.17,7154,Orange ,92703,Santa Ana
6037402403,45.20,80-85%,97.55,53.78,5381,Los Angeles,91768,Pomona
6029001400,45.20,80-85%,43.97,98.97,7766,Kern ,93305,Bakersfield
6077003110,45.19,80-85%,67.73,84.65,3708,San Joaquin,95207,Stockton
6037407602,45.19,80-85%,69.48,83.16,4008,Los Angeles,91744,La Puente
6037602004,45.18,80-85%,47.72,97.47,4126,Los Angeles,90303,Inglewood
6029003103,45.17,80-85%,47.19,97.64,3979,Kern ,93307,Bakersfield
6037600902,45.15,80-85%,62.53,88.47,6613,Los Angeles,90302,Inglewood
6095250801,45.15,80-85%,68.41,84.06,3917,Solano ,94592,Vallejo
6071003509,45.15,80-85%,54.81,93.73,4827,San Bernardino,92376,Rialto
6067009318,45.14,80-85%,55.48,93.20,2620,Sacramento ,95828,Sacramento
6037211310,45.10,80-85%,75.67,78.24,3846,Los Angeles,90004,Los Angeles
6037550100,45.10,80-85%,90.70,64.30,7518,Los Angeles,90650,Norwalk
6037213201,45.10,80-85%,76.74,77.31,4198,Los Angeles,90006,Los Angeles
6019005301,45.09,80-85%,69.21,83.19,5740,Fresno ,93726,Fresno
6029004101,45.08,80-85%,84.38,70.74,4917,Kern ,93263,Shafter
6019004704,45.08,80-85%,52.78,94.82,5212,Fresno ,93705,Fresno
6037237102,45.07,80-85%,73.86,79.81,3254,Los Angeles,90044,Los Angeles
6037432201,45.06,80-85%,84.69,70.22,4342,Los Angeles,91770,Rosemead
6037601100,45.06,80-85%,53.60,94.38,6533,Los Angeles,90301,Inglewood
6037234600,45.05,80-85%,67.52,84.53,5024,Los Angeles,90043,Los Angeles
6067004801,45.03,80-85%,55.20,93.23,5899,Sacramento ,95828,Sacramento
6047000301,45.03,80-85%,85.09,69.74,4790,Merced ,95334,Livingston
6099003805,45.02,80-85%,76.76,77.12,2667,Stanislaus ,95380,Turlock
6031001002,45.02,80-85%,67.11,84.69,4424,Kings ,93230,Hanford
6037218600,45.00,80-85%,84.36,70.50,3142,Los Angeles,90016,Los Angeles
6037554204,44.99,80-85%,55.87,92.80,4391,Los Angeles,90706,Bellflower
6087110400,44.98,80-85%,88.62,65.95,7976,Santa Cruz,95076,Watsonville
6099002802,44.96,80-85%,85.65,68.92,6310,Stanislaus ,95357,Modesto
6037601801,44.96,80-85%,63.14,87.68,3789,Los Angeles,90304,Inglewood
6019006100,44.95,80-85%,69.32,82.68,7536,Fresno ,93657,Sanger
6037119340,44.93,80-85%,43.07,99.14,3884,Los Angeles,91402,Panorama City
6019006502,44.93,80-85%,49.97,96.37,4159,Fresno ,93646,Orange Cove
6037106648,44.93,80-85%,72.32,80.57,3890,Los Angeles,91342,Sylmar
6107001004,44.92,80-85%,68.77,83.06,8235,Tulare ,93291,Visalia
6037600400,44.92,80-85%,62.30,88.17,3986,Los Angeles,90047,Los Angeles
6037127806,44.92,80-85%,75.58,77.95,3447,Los Angeles,91411,Van Nuys
6001433200,44.90,80-85%,73.79,79.43,6897,Alameda ,94578,San Leandro
6037195600,44.88,80-85%,87.99,66.55,3340,Los Angeles,90026,Los Angeles
6037534002,44.88,80-85%,95.59,56.88,4352,Los Angeles,90201,Bell
6107003200,44.87,80-85%,81.08,73.24,6446,Tulare ,93272,Tipton
6037209520,44.86,80-85%,75.83,77.54,2791,Los Angeles,90006,Los Angeles
6037269700,44.84,80-85%,93.60,59.99,4085,Los Angeles,90034,Los Angeles
6001409300,44.83,80-85%,55.81,92.57,5229,Alameda ,94603,Oakland
6019005403,44.83,80-85%,58.59,90.62,4171,Fresno ,93710,Fresno
6065030200,44.83,80-85%,95.12,57.66,4633,Riverside ,92501,Riverside
6037543322,44.82,80-85%,83.47,71.07,6611,Los Angeles,90746,Carson
6053010101,44.80,80-85%,69.66,82.02,4518,Monterey ,95039,Moss Landing
6037602507,44.78,80-85%,64.90,85.81,4156,Los Angeles,90250,Hawthorne
6047001401,44.77,80-85%,56.04,92.37,3953,Merced ,95340,Merced
6071000605,44.76,80-85%,70.21,81.49,5274,San Bernardino,91710,Chino
6037552601,44.75,80-85%,67.97,83.26,5720,Los Angeles,90650,Norwalk
6037203900,44.73,80-85%,68.44,82.89,2944,Los Angeles,90063,Los Angeles
6037407001,44.73,80-85%,92.94,60.94,5905,Los Angeles,91746,La Puente
6065044000,44.73,80-85%,57.52,91.17,2109,Riverside ,92223,Beaumont
6037190100,44.72,80-85%,89.21,64.84,4481,Los Angeles,90028,Los Angeles
6037575103,44.70,80-85%,66.19,84.66,5119,Los Angeles,90804,Long Beach
6037541802,44.69,80-85%,78.81,74.98,5431,Los Angeles,90262,Lynwood
6037269601,44.69,80-85%,92.59,61.36,3413,Los Angeles,90034,Los Angeles
6001401500,44.68,80-85%,80.39,73.59,2630,Alameda ,94608,Emeryville
6039000503,44.68,80-85%,93.99,59.36,8539,Madera ,93637,Madera
6037221710,44.67,80-85%,72.63,79.90,2621,Los Angeles,90007,Los Angeles
6029003113,44.67,80-85%,70.32,81.26,4784,Kern ,93304,Bakersfield
6037191110,44.62,80-85%,87.74,66.10,3338,Los Angeles,90027,Los Angeles
6067003204,44.59,80-85%,42.27,99.12,5456,Sacramento ,95824,Sacramento
6071004403,44.58,80-85%,50.13,95.84,5647,San Bernardino,92410,San Bernardino
6029005204,44.56,80-85%,74.16,78.37,6158,Kern ,93285,Wofford Heights
6065031502,44.54,80-85%,91.09,62.73,8020,Riverside ,92503,Riverside
6085504602,44.52,80-85%,88.30,65.33,2144,Santa Clara,95002,Alviso
6085503214,44.50,80-85%,62.79,86.88,7253,Santa Clara,95111,San Jose
6071007303,44.50,80-85%,98.25,51.15,4828,San Bernardino,92354,Loma Linda
6037222500,44.50,80-85%,62.08,87.46,4963,Los Angeles,90018,Los Angeles
6071003612,44.48,80-85%,75.93,76.71,4256,San Bernardino,92324,Colton
6047000304,44.47,80-85%,74.64,77.65,9116,Merced ,95334,Livingston
6107001302,44.44,80-85%,92.86,60.39,8037,Tulare ,93292,Visalia
6037294410,44.43,80-85%,86.83,66.83,4579,Los Angeles,90710,Harbor City
6037554105,44.42,80-85%,58.47,90.09,4569,Los Angeles,90706,Bellflower
6013366002,44.39,80-85%,64.95,84.88,6093,Contra Costa,94806,San Pablo
6037407702,44.38,80-85%,92.41,60.97,6497,Los Angeles,91744,La Puente
6019005204,44.37,80-85%,66.57,83.43,4105,Fresno ,93726,Fresno
6001403300,44.37,80-85%,78.61,74.21,4054,Alameda ,94607,Oakland
6037535902,44.36,80-85%,74.23,77.87,6519,Los Angeles,90280,South Gate
6065040303,44.36,80-85%,80.73,72.54,3243,Riverside ,92509,Riverside
6095250900,44.36,80-85%,41.42,99.29,2798,Solano ,94590,Vallejo
6025010102,44.35,80-85%,70.43,80.62,5007,Imperial ,92233,Calipatria
6019007700,44.34,80-85%,64.34,85.29,5599,Fresno ,93656,Riverdale
6059074502,44.33,80-85%,75.48,76.76,5674,Orange ,92707,Santa Ana
6107004101,44.29,80-85%,56.58,90.93,9670,Tulare ,93257,Porterville
6101050302,44.28,80-85%,57.77,90.25,6071,Sutter ,95991,Yuba City
6071009116,44.28,80-85%,37.09,99.92,6717,San Bernardino,92301,Adelanto
6067007001,44.27,80-85%,68.75,81.44,3842,Sacramento ,95833,Sacramento
6073011601,44.26,80-85%,60.44,88.09,5891,San Diego,91950,National City
6071001808,44.25,80-85%,92.73,60.13,4413,San Bernardino,91761,Ontario
6115040100,44.25,80-85%,78.84,73.79,4615,Yuba ,95901,Marysville
6037235201,44.25,80-85%,56.02,91.27,2781,Los Angeles,90043,Los Angeles
6047000504,44.24,80-85%,55.61,91.59,6129,Merced ,95388,Winton
6037601802,44.23,80-85%,57.26,90.44,4658,Los Angeles,90304,Inglewood
6037551700,44.20,80-85%,80.26,72.67,6547,Los Angeles,90242,Downey
6075061200,44.19,80-85%,49.61,95.65,4089,San Francisco,94124,San Francisco
6037296901,44.19,80-85%,69.31,80.97,4127,Los Angeles,90731,San Pedro
6037550800,44.19,80-85%,96.14,54.70,7170,Los Angeles,90241,Downey
6071002803,44.19,80-85%,46.10,97.07,3982,San Bernardino,92335,Fontana
6037500500,44.18,80-85%,72.51,78.81,2950,Los Angeles,90660,Pico Rivera
6037115403,44.18,80-85%,80.52,72.46,3188,Los Angeles,91325,Northridge
6099003400,44.18,80-85%,91.85,61.31,1601,Stanislaus ,95360,Newman
6029002813,44.17,80-85%,59.10,89.24,4161,Kern ,93309,Bakersfield
6037128220,44.17,80-85%,60.10,88.22,3011,Los Angeles,91401,Van Nuys
6037139303,44.17,80-85%,69.58,80.72,4186,Los Angeles,91356,Tarzana
6059011403,44.16,80-85%,92.45,60.45,5565,Orange ,92831,Fullerton
6031000300,44.16,80-85%,76.55,75.57,7446,Kings ,93245,Lemoore
6029002700,44.15,80-85%,61.63,87.01,5370,Kern ,93304,Bakersfield
6037209810,44.13,80-85%,66.21,83.10,2472,Los Angeles,90006,Los Angeles
6037572201,44.11,80-85%,93.95,58.43,6197,Los Angeles,90806,Long Beach
6077004403,44.11,80-85%,63.43,85.60,4230,San Joaquin,95240,Lodi
6037209104,44.10,80-85%,86.98,65.71,2434,Los Angeles,90017,Los Angeles
6081612000,44.09,80-85%,65.76,83.39,7327,San Mateo,94303,Palo Alto
6099003002,44.08,80-85%,83.53,69.50,6818,Stanislaus ,95307,Ceres
6025010300,44.08,80-85%,62.80,86.01,933,Imperial ,92227,Brawley
6065045706,44.08,80-85%,64.57,84.36,4821,Riverside ,92236,Coachella
6059088101,44.07,80-85%,89.67,63.12,2078,Orange ,92841,Garden Grove
6099001300,44.07,80-85%,94.91,56.41,5778,Stanislaus ,95350,Modesto
6037208902,44.05,80-85%,82.69,70.03,2339,Los Angeles,90017,Los Angeles
6037405203,44.04,80-85%,87.82,64.72,3484,Los Angeles,91706,Baldwin Park
6037208401,44.01,80-85%,88.89,63.69,3770,Los Angeles,90057,Los Angeles
6037131701,43.97,80-85%,54.62,91.80,4541,Los Angeles,91335,Reseda
6037131010,43.96,80-85%,62.60,85.87,6409,Los Angeles,91335,Reseda
6001402500,43.96,80-85%,60.54,87.43,1784,Alameda ,94607,Oakland
6047002500,43.95,80-85%,87.78,64.61,2328,Merced ,95369,Snelling
6037234800,43.95,80-85%,64.92,83.64,3426,Los Angeles,90043,Los Angeles
6037221602,43.94,80-85%,69.43,80.41,2816,Los Angeles,90007,Los Angeles
6107003700,43.94,80-85%,67.24,81.76,5931,Tulare ,93257,Porterville
6019007802,43.94,80-85%,61.19,86.77,5269,Fresno ,93234,Huron
6037106510,43.94,80-85%,88.35,64.21,5108,Los Angeles,91342,Sylmar
6067006201,43.92,80-85%,52.17,93.19,6290,Sacramento ,95821,Sacramento
